review	aspect	sentiment
But the staff was so horrible to us.	staff	-1
To be completely fair, the only redeeming factor was the food, which was above average, but couldn't make up for all the other deficiencies of Teodora.	food	1
The food is uniformly exceptional, with a very capable kitchen which will proudly whip up whatever you feel like eating, whether it's on the menu or not.	food	1
Not only was the food outstanding, but the little 'perks' were great.	food	1
Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).	orrechiete with sausage and chicken	1
The Bagels have an outstanding taste with a terrific texture, both chewy yet not gummy.	Bagels	1
Nevertheless the food itself is pretty good.	food	1
They did not have mayonnaise, forgot our toast, left out ingredients (ie cheese in an omelet), below hot temperatures and the bacon was so over cooked it crumbled on the plate when you touched it.	mayonnaise	0
It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!	check	0
The design and atmosphere is just as good.	design	1
He has visited Thailand and is quite expert on the cuisine.	cuisine	1
The pizza is the best if you like thin crusted pizza.	pizza	1
All the money went into the interior decoration, none of it went to the chefs.	interior decoration 1
The seats are uncomfortable if you are sitting against the wall on wooden benches.	seats	-1
I asked for seltzer with lime, no ice.	seltzer with lime	0
Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods.	pickles	1
My suggestion is to eat family style because you'll want to try the other dishes.	eat family style	1
Best of all is the warm vibe, the owner is super friendly and service is fast.	vibe	1
Great food at REASONABLE prices, makes for an evening that can't be beat!	food	1
this little place has a cute interior decor and affordable city prices.	interior decor	1
Two words: Free wine.	wine	1
The price is reasonable although the service is poor.	price	1
The quantity is also very good, you will come out satisfied.	quantity	1
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action.	sushi	0
The fried rice is amazing here.	fried rice	1
Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world.	courses	1
it's a perfect place to have a amanzing indian food.	indian food	1
The place is so cool and the service is prompt and curtious.	place	1
At the end you're left with a mild broth with noodles that you can slurp out of a cup.	broth with noodles	1
I just wonder how you can have such a delicious meal for such little money.	meal	1
The wine list is excellent.	wine list	1
They wouldnt even let me finish my glass of wine before offering another.	glass of wine	0
Whem asked, we had to ask more detailed questions so that we knew what the specials were.	specials	0
This is a consistently great place to dine for lunch or dinner.	dine	1
Nice atmosphere, the service was very pleasant and the desert was good.	atmosphere	1
After really enjoying ourselves at the bar we sat down at a table and had dinner.	bar	1
Try the lasagnette appetizer.	lasagnette appetizer	1
I liked the beer selection!	beer selection	1
Great food, good size menu, great service and an unpretensious setting.	food	1
Go here for a romantic dinner but not for an all out wow dining experience.	dinner	1
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds.	Dosa	0
Wine list selection is good and wine-by-the-glass was generously filled to the top.	Wine list selection	1
With the great variety on the menu , I eat here often and never get bored .	menu	1
The menu is very limited - i think we counted 4 or 5 entrees.	menu	-1
The menu is limited but almost all of the dishes are excellent.	menu	1
Not too crazy about their sake martini.	sake martini	-1
Great bagels, spreads and a good place to hang out in.	bagels	1
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.	table	0
Unfortunately, the food is outstanding, but everything else about this restaurant is the pits.	food	1
We always have a delicious meal and always leave feeling satisfied.	meal	1
Dip the ingredients in with your chopsticks, swirl them around, and eat.	ingredients	0
First went here to enjoy their garden terrace.	garden terrace	1
The pizza was pretty good and huge.	pizza	1
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	atmosphere	1
They are often crowded on the weekends but they are efficient and accurate with their service.	crowded	1
All my co-workers were amazed at how small the dish was.	dish	-1
We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	grilled branzino	-1
The wait staff is friendly, and the food has gotten better and better!	wait staff	1
Right off the L in Brooklyn this is a nice cozy place with good pizza.	place	1
I also ordered for delivery and the restaurant forgot half the order.	order	-1
Our server checked on us maybe twice during the entire meal.	server	0
The strong scents coming from the left and right of me negatively affected my taste buds.	scents	-1
We had the lobster sandwich and it was FANTASTIC.	lobster sandwich	1
Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!	check	-1
Deep Fried Skewers are good and still rare to find in NYC.	Deep Fried Skewers	1
I have tried to make reservations, but both times, the hostess didn't have my name.	reservations	0
I also recommend the rice dishes or the different varieties of congee (rice porridge).	rice dishes	1
Their tuna tartar appetizer is to die for.	tuna tartar appetizer	1
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.	cuisine	1
If you love wine and cheese and delicious french fare, you'll love Artisanal!	wine	1
I love Indian food and consider myself to be quite an expert on it.	Indian food	1
Some baby pizzas get their wish.	baby pizzas	0
Overall A oh ya even though there is waiting it is deff worth it	waiting	-1
The lava cake dessert was incredible and I recommend it.	lava cake dessert	1
VT is what baby pizzas hope to be when they grow up.	baby pizzas	0
From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible.	service	-1
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.	food	1
The last time I went we were seated at a table in a corridor next to the kitchen.	table	-1
Nice restaurant overall, with classic upscale Italian decor.	Italian decor	1
The entire dining experience was wonderful!	dining experience	1
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.	wine selection	1
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.	Service	1
Order the panang duck, it's fantastic.	panang duck	1
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	raw vegatables	-1
Other than the crappy service from two individuals, it's great.	service	-1
They have authentic Indian at amazin prices.	Indian	1
Ambiance- relaxed and stylish.	Ambiance	1
Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck.	BBQ Salmon	1
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	ingredients	1
and yes Dal Bukhara is so dam good and so are all the kababs.	Dal Bukhara	1
I look forward to eating here again	eating	1
I've been coming here as a child and always come back for the taste.	taste	1
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy.	glass of Leaping Lizard	1
Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene.	Food	0
The food always tastes fresh and served promptly.	food	1
The pizza here is delicious.	pizza	1
Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!	Pizza	1
For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away.	chinese food	1
But who says Murray's is anything about service.	service	0
This place is really trendi but they have forgotten about the most important part of a  restaurant, the food.	food	-1
Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience.	Service	1
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	pizza	1
service is friendly, and never had a problem walking in and getting a table.	service	1
The atmosphere was crowded but it was a great bistro-type vibe.	bistro-type vibe	1
First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.	waitress	0
The food was bland oily.	food	-1
What is even better, is that the prices are very affordable as well, and the food is really good.	prices	1
The fish is fresh but the variety of fish is nothing out of ordinary.	fish	1
And Kruno, the beverage manager is the best bartender I have yet to come across.	beverage manager	1
Ambiance and music funky, which I enjoy.	Ambiance	1
The food, drinks and service are clearly among the best in the city.	food	1
I went there in late afternoon for some bite size food and refleshment with my date.	food	0
I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance.	ambiance	1
Last time I went here, the waitress didn't come back after taking our order.	waitress	-1
Try the tandoori salmon!	tandoori salmon	1
Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	atmosphere	1
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants.	space	1
I love the atmorphere @ peep!	atmorphere	1
The service was attentive and her suggestions of menu items was right on the mark.	service	1
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.	three course meal	1
Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza!	Pizza	1
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could.	environment	1
We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well.	crawfish boiled	1
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.	reservation	0
