review	aspect	sentiment
Judging from previous posts this used to be a good place, but not any longer. [SEP] a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street	place	-1
We, there were four of us, arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude. [SEP] not found	staff	-1
The food was lousy - too sweet or too salty and the portions tiny. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	-1
Avoid this place! [SEP] a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street	place	-1
I have eaten at Saul, many times, the food is always consistently, outrageously good. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
Saul is the best restaurant on Smith Street and in Brooklyn. [SEP] (in the Bible) the first king of Israel (11th century BC).	Saul	1
The wine list is interesting and has many good values. [SEP] a list of the wines available in a restaurant.	wine list	1
I was very disappointed with this restaurant. [SEP] a place where people pay to sit and eat meals that are cooked and served on the premises	restaurant	-1
Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away. [SEP] A person employed, especially on a part-time basis, to relieve a carer.	cart attendant	-1
Food was okay, nothing great. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	Food	0
Chow fun was dry; pork shu mai was more than usually greasy and had to share a table with loud and rude family.  [SEP] dominate or be in charge of an undertaking or area of activity	Chow fun	-1
Went on a 3 day oyster binge, with Fish bringing up the closing, and I am so glad this was the place it O trip ended, because it was so great! [SEP] a limbless cold-blooded vertebrate animal with gills and fins living wholly in water a person who is strange in a specified way	Fish	1
Service was devine, oysters where a sensual as they come, and the price can't be beat!!! [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	Service	1
Every time in New York I make it a point to visit Restaurant Saul on Smith Street. [SEP] a place where people pay to sit and eat meals that are cooked and served on the premises [SEP] (in the Bible) the first king of Israel (11th century BC).	Restaurant Saul	1
